PRODUCT_AREA,TYPE_NAME_ENGLISH,count
Sofas,Cover for headrest,5
Sofas,"Sectional, 4-seat",5
Sofas,Corner section,4
Sofas,Cover for 1-seat section,3
Sofas,Legs for sofa,3
Sofas,Armchair,1
Sofas,Cover f 3-seat sofa w chaise lounge,1
Sofas,Cover for corner section,1
Sofas,"Cover for sectional, 5-seat",1
Sofas,Sofa with chaise lounge,1
Solitaire cabinets,Cabinet with doors,344
Solitaire cabinets,Cabinet,240
Solitaire cabinets,Cabinet with base,199
Solitaire cabinets,High cabinet with 2 doors,196
Solitaire cabinets,Cabinet with plinth,147
Solitaire cabinets,Cabinet with 2 drawers,100
Solitaire cabinets,Cabinet w 2 doors and 1 shelf,87
Solitaire cabinets,Cabinet with door,73
Solitaire cabinets,Storage combination,49
Solitaire cabinets,Storage combination with doors,47
Solitaire cabinets,Cabinet with sliding doors,44
Solitaire cabinets,Cabinet w door and 1 shelf,25
Solitaire cabinets,Cabinet combination with legs,21
Solitaire cabinets,Cabinet with 2 doors,21
Solitaire cabinets,Glass door,14
Solitaire cabinets,Storage combination with legs,12
Solitaire cabinets,Cabinet combination,10
Solitaire cabinets,Storage combination w/glass doors,7
Solitaire cabinets,Cabinet with door and shelf,5
Solitaire cabinets,Storage combination w glass-doors,5
Solitaire cabinets,Cabinet combination with feet,2
Solitaire cabinets,Storage combination with feet,2
Solitaire cabinets,Shelving combination,1
Solitaire wardrobes,Wardrobe with 3 doors,114
Solitaire wardrobes,Wardrobe,100
Solitaire wardrobes,Wardrobe with sliding doors,98
Solitaire wardrobes,Wardrobe with 2 doors,26
Solitaire wardrobes,Open wardrobe,19
Solitaire wardrobes,Open wardrobe with sliding door,17
Solitaire wardrobes,Shelf,16
Sorting bins,Bin with lid,636
Sorting bins,Storage bag,443
Sorting bins,Waste sorting bin with lid,381
Sorting bins,Trash can,254
Sorting bins,Waste bin,240
Sorting bins,Bag,237
Sorting bins,Pedal bin,203
Sorting bins,Wastepaper basket,64
Sorting bins,Recycling bag,27
Sorting bins,Trash can for cabinet with door,15
Sorting bins,Waste sorting bag,7
Sound & sound accessories,Bookshelf speaker floor stand,11
Sound & sound accessories,Bookshelf speaker wall bracket,9
Sound & sound accessories,Wall bracket,6
Sound & sound accessories,Shade for speaker lamp base,4
Sound & sound accessories,Speaker hook,2
Stationery,Key band,11
Stools,Stool,521
Stools,Stool with storage,58
Stools,"Stool, set of 2",14
"Sweets, chocolate & snacks",Jelly candy,174
"Sweets, chocolate & snacks",Potato crisps,104
"Sweets, chocolate & snacks",Mix of jelly candy,91
"Sweets, chocolate & snacks",Salty liquorice,74
"Sweets, chocolate & snacks",Sweet licorice,72
"Sweets, chocolate & snacks",Mix of sweet and sour jelly candy,53
"Sweets, chocolate & snacks",Sour jelly candy,52
"Sweets, chocolate & snacks",Nut bar,43
"Sweets, chocolate & snacks",Sour foam candy,42
System furniture,Frame,502
System furniture,Soft closing/push-open hinge,176
System furniture,Door,163
System furniture,Shelf,145
System furniture,Leg,132
System furniture,Door/drawer front,117
System furniture,Storage combination with doors,117
System furniture,Glass door,73
System furniture,Suspension rail,61
System furniture,Shelf unit with doors,56
System furniture,Drawer frame,48
System furniture,Glass shelf,48
System furniture,Top panel,38
System furniture,Shelf unit with door,37
System furniture,Drawer front,29
System furniture,Supporting leg,26
System furniture,Wall-mounted cabinet combination,26
System furniture,"Foot, adjustable",22
System furniture,"Drawer runner, soft-closing",21
System furniture,"Drawer runner, push-open",16
System furniture,Connection fittings,12
System furniture,TV bench,12
System furniture,Storage combination w doors/drawers,11
System furniture,Storage combination with drawers,11
System furniture,TV unit with doors,10
System furniture,Plinth,9
System furniture,Shelf unit with glass door,9
System furniture,TV bench with doors,7
System furniture,Shelf unit with glass doors,6
System furniture,Cabinet unit,5
System furniture,TV bench with drawers,5
System furniture,Storage combination w glass doors,4
System furniture,TV unit with drawers,4
System furniture,TV bench with drawers and door,3
System furniture,Base frame,2
System furniture,Cabinet,2
System furniture,TV storage combination/glass doors,1
System furniture,Wall cabinet with 2 doors,1
System wardrobes,Wardrobe frame,469
System wardrobes,2 wardrobe frames,252
System wardrobes,Door,109
System wardrobes,Door with hinges,55
System wardrobes,Add-on corner unit with 4 shelves,46
System wardrobes,4 panels for sliding door frame,36
System wardrobes,Pair of sliding doors,33
System wardrobes,4 wardrobe frames,23
System wardrobes,3 wardrobe frames,20
System wardrobes,Wardrobe with 2 doors,19
System wardrobes,Wardrobe,17
System wardrobes,Mirror door,4
System wardrobes,Wardrobe with 1 door,4
System wardrobes,Sliding door frame,3
System wardrobes,Wardrobe combination,3
System wardrobes,6 wardrobe frames,2
System wardrobes,Corner wardrobe,2
System wardrobes,Pair of sliding door frames & rail,2
System wardrobes,Pair of sliding door frames w rail,2
TV & Media Furniture,TV bench,2140
TV & Media Furniture,TV storage unit,119
TV & Media Furniture,TV storage combination,76
TV & Media Furniture,TV unit,64
TV & Media Furniture,TV unit with base,47
TV & Media Furniture,TV bench with doors,28
TV & Media Furniture,TV unit with doors,23
TV & Media Furniture,Top panel for TV,19
TV & Media Furniture,TV storage combination/glass doors,14
TV & Media Furniture,TV bench with doors and drawers,5
TV & Media Furniture,TV unit with doors and drawers,1
Table lamps,Table lamp with LED bulb,3
Table lamps,Table lamp,1
Tables,Extendable table,806
Tables,Table,640
Tables,Table and 4 chairs,446
Tables,Gateleg table,285
Tables,Dining table,272
Tables,Wall-mounted drop-leaf table,70
Tables,Drop-leaf table,59
Tables,Table top,25
Tables,Table and 2 chairs,23
Tables,Table and 6 chairs,18
Tables,Gateleg table with storage,16
Tables,Tabletop,14
Tables,Nesting tables with stools set of 4,13
Tables,Underframe,13
Tables,Wall-mount drop-leaf tbl w storage,12
Tables,Bar table,6
Tables,Utility cart,5
Tables,Bar table and 4 bar stools,3
Tables,Table and 2 stools,3
Tables,Bar table and 2 bar stools,2
Tables,Table with 2 chairs and bench,1
Throws,Throw,514
Towels,Bath towel,437
Towels,Bath sheet,256
Towels,Washcloth,210
Towels,Hand towel,3
Towels,Hand/bath towels set I,3
Towels,Bath poncho with hood,2
Towels,Guest towel,1
Towels,Hand/bath towels set G,1
Trays,Tray,714
Trays,Bed tray,283
Upholstered chairs,Chair cover,38
Upholstered chairs,Chair,21
Upholstered chairs,"Chair cover, long",11
Upholstered chairs,"Chair cover, medium long",6
Upholstered chairs,Cover for chair with armrests,1
"Vases, bowls and accessories",Vase,546
"Vases, bowls and accessories","Decoration, hand",189
"Vases, bowls and accessories","Decoration, set of 3",147
"Vases, bowls and accessories",Artist's dummy,138
"Vases, bowls and accessories",Vase/jug,115
"Vases, bowls and accessories",Bowl,105
"Vases, bowls and accessories",Glass dome with base,100
"Vases, bowls and accessories",Decoration,49
"Vases, bowls and accessories","Vase, set of 3",49
"Vases, bowls and accessories",Vase/watering can,44
"Vases, bowls and accessories",Decorative hourglass,41
"Vases, bowls and accessories","Vase/bowl, set of 3",34
"Vases, bowls and accessories",Decoration dish,27
"Vases, bowls and accessories","Decorative figure, set of 3",27
"Vases, bowls and accessories",Vase with metal insert,14
"Vases, bowls and accessories",Decorative box,5
"Vases, bowls and accessories","Decorative house, set of 3",5
"Vases, bowls and accessories",Decoration set of 3,1
Wall accessories,Picture ledge,1040
Wall accessories,Wall decoration,68
Wall accessories,Display shelf,54
Wall accessories,"Wall decoration, set of 3",16
Wall accessories,"Wall decoration, set of 2",7
Wall accessories,Hanging tapestry,3
Wall lamps,LED picture light,15
Wall lamps,Wall lamp with LED bulb,3
Wall lamps,Wall lamp,1
Wall shelves & storage,Wall shelf,846
Wall shelves & storage,Wall shelf unit,272
Wall shelves & storage,Bracket,167
Wall shelves & storage,Shelf,135
Wall shelves & storage,Wall shelf combination,58
Wall shelves & storage,Shelf with drawers,37
Wall shelves & storage,Connecting bracket,12
Wall shelves & storage,Wall shelf with storage,11
Wall shelves & storage,Jointing bracket,9
Wall shelves & storage,Shelf with bracket,2
Wooden base mattresses,Supporting leg,17
